id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0015,frontend_public_static,frontend/src/pages/blog.tsx:118,jsx,المميز أولاً,Featured First,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0016,frontend_public_static,frontend/src/pages/blogDetails.tsx:108,double,تعذر تحميل المقال. تأكد من الرابط وحاول مرة أخرى.,Unable to load the article. Check the link and try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0017,frontend_public_static,frontend/src/pages/blogDetails.tsx:130,jsx,جاري تحميل المقال...,Loading article...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0018,frontend_public_static,frontend/src/pages/blogDetails.tsx:139,double,المقال غير موجود,Article not found,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0019,frontend_public_static,frontend/src/pages/blogDetails.tsx:139,jsx,"{error || ""المقال غير موجود""}","{error || ""Article not found""}",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0020,frontend_public_static,frontend/src/pages/blogDetails.tsx:183,jsx,ملخص سريع,Quick Summary,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0021,frontend_public_static,frontend/src/pages/bot.tsx:9 | frontend/src/components/BotTeaser.tsx:61,double,ردود ذكية,Smart Responses,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0022,frontend_public_static,frontend/src/pages/bot.tsx:10,double,يحلل استفسارات العملاء ويقدم إجابات دقيقة بناءً على معلومات نشاطك,Analyzes customer inquiries and provides accurate answers based on your business information,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0023,frontend_public_static,frontend/src/pages/bot.tsx:14,double,متعدد المنصات,Multi-Platform,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0024,frontend_public_static,frontend/src/pages/bot.tsx:15,double,يعمل على واتساب، إنستغرام، موقعك وحتى رسائل SMS,"Works on WhatsApp, Instagram, your website, and even SMS",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0025,frontend_public_static,frontend/src/pages/bot.tsx:19,double,دعم 24/7,24/7 Support,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0026,frontend_public_static,frontend/src/pages/bot.tsx:20,double,يقدم خدمة العملاء على مدار الساعة دون توقف,Provides customer service around the clock without interruption,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0027,frontend_public_static,frontend/src/pages/bot.tsx:24,double,تكامل سهل,Easy Integration,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0028,frontend_public_static,frontend/src/pages/bot.tsx:25,double,يتكامل مع أدواتك الحالية في دقائق بدون تعقيد,Integrates with your existing tools in minutes without complexity,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0029,frontend_public_static,frontend/src/pages/bot.tsx:64 | frontend/src/components/BotTeaser.tsx:41,jsx,لخدمة العملاء,for Customer Service,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0030,frontend_public_static,frontend/src/pages/bot.tsx:113,jsx,أهلاً 👋 أنا مساعدك الذكي، كيف يمكنني مساعدتك اليوم؟,Hello 👋 I’m your smart assistant. How can I help you today?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0031,frontend_public_static,frontend/src/pages/bot.tsx:134,jsx,تميزنا,What Sets Us Apart,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0032,frontend_public_static,frontend/src/pages/bot.tsx:171,jsx,جاهز لتحويل خدمة عملائك؟,Ready to transform your customer service?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0033,frontend_public_static,frontend/src/pages/contact.tsx:47,double,استفسار عام,General Inquiry,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0034,frontend_public_static,frontend/src/pages/contact.tsx:48,double,شراكة,Partnership,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0035,frontend_public_static,frontend/src/pages/contact.tsx:49,double,دعم فني,Technical Support,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0036,frontend_public_static,frontend/src/pages/contact.tsx:50,double,طلب اجتماع,Meeting Request,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0037,frontend_public_static,frontend/src/pages/contact.tsx:51,double,طلب عرض سعر,Request a Quote,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0038,frontend_public_static,frontend/src/pages/contact.tsx:56,double,هل الاستشارة الأولية مجانية؟,Is the initial consultation free?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0039,frontend_public_static,frontend/src/pages/contact.tsx:58,double,نعم، نراجع الفكرة مبدئيًا ونقترح الخطوة الأنسب دون أي تكلفة.,Yes. We review your idea at a high level and recommend the most suitable next step at no cost.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0040,frontend_public_static,frontend/src/pages/contact.tsx:61,double,كم يستغرق الرد؟,How long does it take to receive a response?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0041,frontend_public_static,frontend/src/pages/contact.tsx:62,double,عادة خلال 24 ساعة عمل. للأمور العاجلة يمكنك التواصل عبر واتساب.,"Usually within 24 business hours. For urgent matters, you can contact us via WhatsApp.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0042,frontend_public_static,frontend/src/pages/contact.tsx:65,double,هل تعملون مع عملاء خارج اليمن؟,Do you work with clients outside Yemen?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0043,frontend_public_static,frontend/src/pages/contact.tsx:67,double,نعم، نستطيع العمل عن بُعد مع عملاء من مختلف الدول حسب طبيعة المشروع.,Yes. We can work remotely with clients from different countries depending on the nature of the project.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0044,frontend_public_static,frontend/src/pages/contact.tsx:70,double,هل يمكن إرسال ملف أو وصف كامل للمشروع؟,Can I send a file or a complete project brief?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0045,frontend_public_static,frontend/src/pages/contact.tsx:72,double,نعم، يمكن إرساله عبر البريد الإلكتروني أو ذكر روابط مرجعية في نموذج التواصل.,Yes. You can send it by email or include reference links in the contact form.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0046,frontend_public_static,frontend/src/pages/contact.tsx:78,double,لديك فكرة مشروع واضحة,You have a clear project idea,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0047,frontend_public_static,frontend/src/pages/contact.tsx:79 | frontend/src/pages/contact.tsx:254 | frontend/src/pages/contact.tsx:503 | frontend/src/components/blog/ArticleCTA.tsx:9,double | jsx,ابدأ مشروعك,Start Your Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0048,frontend_public_static,frontend/src/pages/contact.tsx:84,double,لديك سؤال سريع,You have a quick question,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0049,frontend_public_static,frontend/src/pages/contact.tsx:85,double,تواصل عبر واتساب,Contact Us on WhatsApp,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0050,frontend_public_static,frontend/src/pages/contact.tsx:91,double,لديك عرض شراكة أو ملف رسمي,You have a partnership proposal or an official document,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0051,frontend_public_static,frontend/src/pages/contact.tsx:92,double,راسلنا عبر البريد,Email Us,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0052,frontend_public_static,frontend/src/pages/contact.tsx:98,double,تريد معرفة خدماتنا,You want to learn about our services,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0053,frontend_public_static,frontend/src/pages/contact.tsx:99,double,تصفح الخدمات,Browse Services,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0054,frontend_public_static,frontend/src/pages/contact.tsx:159,double,فشل إرسال الرسالة. يرجى المحاولة مرة أخرى.,Failed to send the message. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0055,frontend_public_static,frontend/src/pages/contact.tsx:211,jsx,فريقنا جاهز للاستجابة,Our team is ready to respond,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0056,frontend_public_static,frontend/src/pages/contact.tsx:216,jsx,نحب سماع الأفكار الجادة,We love hearing serious ideas,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0057,frontend_public_static,frontend/src/pages/contact.tsx:226,double,نرد خلال 24 ساعة,We respond within 24 hours,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0058,frontend_public_static,frontend/src/pages/contact.tsx:227,double,استشارة أولية مجانية,Free Initial Consultation,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0059,frontend_public_static,frontend/src/pages/contact.tsx:228,double,فريق تقني وتجاري,Technical and Commercial Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0060,frontend_public_static,frontend/src/pages/contact.tsx:229,double,نخدم العملاء محليًا وعن بُعد,We serve clients locally and remotely,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0061,frontend_public_static,frontend/src/pages/contact.tsx:571,double,أدخل اسمك الكامل,Enter your full name,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0062,frontend_public_static,frontend/src/pages/contact.tsx:657,double,اكتب رسالتك هنا...,Write your message here...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0063,frontend_public_static,frontend/src/pages/contact.tsx:732,jsx,موقعنا,Our Location,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0064,frontend_public_static,frontend/src/pages/contact.tsx:738 | frontend/src/components/Footer.tsx:480,jsx,صنعاء، اليمن,"Sana’a, Yemen",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0065,frontend_public_static,frontend/src/pages/contact.tsx:739,jsx,الموقع الرئيسي,Main Office,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0066,frontend_public_static,frontend/src/pages/contact.tsx:745,jsx,نطاق العمل,Service Area,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0067,frontend_public_static,frontend/src/pages/contact.tsx:746,jsx,اليمن + عملاء عن بُعد,Yemen + Remote Clients,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0068,frontend_public_static,frontend/src/pages/contact.tsx:770,jsx,الأحد - الخميس,Sunday - Thursday,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0069,frontend_public_static,frontend/src/pages/contact.tsx:771,jsx,9:00 ص - 5:00 م,9:00 AM - 5:00 PM,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0070,frontend_public_static,frontend/src/pages/contact.tsx:777,jsx,متوسط الرد,Average Response Time,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0071,frontend_public_static,frontend/src/pages/contact.tsx:778,jsx,خلال 24 ساعة عمل,Within 24 Business Hours,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0072,frontend_public_static,frontend/src/pages/contact.tsx:903 | frontend/src/components/projects/details/ProjectSidebar.tsx:167 | frontend/src/components/hero/Hero.tsx:72,jsx,ابدأ مشروعك الآن,Start Your Project Now,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0073,frontend_public_static,frontend/src/pages/projectDetails.tsx:103,double,فشل تحميل المشروع. يرجى المحاولة مرة أخرى.,Failed to load the project. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0074,frontend_public_static,frontend/src/pages/projectDetails.tsx:128,jsx,جاري تحميل تفاصيل المشروع الفنية...,Loading project technical details...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0075,frontend_public_static,frontend/src/pages/projectDetails.tsx:138,double,المشروع المطلوب غير متوفر حالياً,The requested project is currently unavailable,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0076,frontend_public_static,frontend/src/pages/projectDetails.tsx:138,jsx,"{error || ""المشروع المطلوب غير متوفر حالياً""}","{error || ""The requested project is currently unavailable""}",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0077,frontend_public_static,frontend/src/pages/projectDetails.tsx:144,jsx,العودة إلى معرض المشاريع,Back to Projects Showcase,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0078,frontend_public_static,frontend/src/pages/quote.tsx:84,double,موقع إلكتروني,Website,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0079,frontend_public_static,frontend/src/pages/quote.tsx:85,double,موقع تعريفي أو تفاعلي مع لوحة تحكم,A corporate or interactive website with an admin dashboard,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0080,frontend_public_static,frontend/src/pages/quote.tsx:90,double,متجر إلكتروني,E-Commerce Store,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0081,frontend_public_static,frontend/src/pages/quote.tsx:91,double,لبيع المنتجات وإدارة الطلبات والدفع والتوصيل,"For selling products and managing orders, payments, and delivery",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0082,frontend_public_static,frontend/src/pages/quote.tsx:96,double,تطبيق جوال,Mobile App,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0083,frontend_public_static,frontend/src/pages/quote.tsx:97,double,تطبيق Android أو iOS أو كلاهما,"An Android app, iOS app, or both",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0084,frontend_public_static,frontend/src/pages/quote.tsx:102,double,نظام إداري / ERP,Management System / ERP,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0085,frontend_public_static,frontend/src/pages/quote.tsx:103,double,نظام شامل لإدارة الموارد والعمليات,A comprehensive system for managing resources and operations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0086,frontend_public_static,frontend/src/pages/quote.tsx:108,double,أتمتة أعمال,Business Automation,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0087,frontend_public_static,frontend/src/pages/quote.tsx:109,double,أتمتة العمليات وربط الأدوات المختلفة,Automate processes and connect different tools,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0088,frontend_public_static,frontend/src/pages/quote.tsx:114,double,استشارة تقنية,Technical Consultation,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0089,frontend_public_static,frontend/src/pages/quote.tsx:115,double,استشارة لاختيار الحل الأنسب لمشروعك,Consulting to select the most suitable solution for your project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0090,frontend_public_static,frontend/src/pages/quote.tsx:120,double,أخرى,Other,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0091,frontend_public_static,frontend/src/pages/quote.tsx:121,double,مشروع آخر أو فكرة مختلفة,Another project or a different idea,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0092,frontend_public_static,frontend/src/pages/quote.tsx:127,double,"أقل من 1,000 دولار","Less than $1,000",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0093,frontend_public_static,frontend/src/pages/quote.tsx:128,double,"1,000 - 5,000 دولار","$1,000 - $5,000",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0094,frontend_public_static,frontend/src/pages/quote.tsx:129,double,"5,000 - 15,000 دولار","$5,000 - $15,000",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0095,frontend_public_static,frontend/src/pages/quote.tsx:130,double,"أكثر من 15,000 دولار","More than $15,000",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0096,frontend_public_static,frontend/src/pages/quote.tsx:131,double,غير محدد,Not Specified,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0097,frontend_public_static,frontend/src/pages/quote.tsx:135,double,عاجل,Urgent,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0098,frontend_public_static,frontend/src/pages/quote.tsx:136,double,خلال شهر,Within One Month,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0099,frontend_public_static,frontend/src/pages/quote.tsx:137,double,خلال 2 - 3 أشهر,Within 2 - 3 Months,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0100,frontend_public_static,frontend/src/pages/quote.tsx:138 | frontend/src/pages/quote.tsx:1002,double,مرن,Flexible,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0101,frontend_public_static,frontend/src/pages/quote.tsx:142,double,فرد / مستقل,Individual / Freelancer,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0102,frontend_public_static,frontend/src/pages/quote.tsx:143,double,شركة ناشئة,Startup,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0103,frontend_public_static,frontend/src/pages/quote.tsx:144,double,مشروع صغير,Small Business,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0104,frontend_public_static,frontend/src/pages/quote.tsx:145,double,شركة متوسطة / كبيرة,Medium / Large Company,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0105,frontend_public_static,frontend/src/pages/quote.tsx:149,double,فكرة أولية,Initial Idea,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0106,frontend_public_static,frontend/src/pages/quote.tsx:150,double,مشروع قائم,Existing Business,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0107,frontend_public_static,frontend/src/pages/quote.tsx:151,double,إعادة تصميم,Redesign,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0108,frontend_public_static,frontend/src/pages/quote.tsx:152,double,توسع وتطوير,Scaling and Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0109,frontend_public_static,frontend/src/pages/quote.tsx:156 | frontend/src/components/Footer.tsx:85,double,واتساب,WhatsApp,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0110,frontend_public_static,frontend/src/pages/quote.tsx:157,double,مكالمة هاتفية,Phone Call,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0111,frontend_public_static,frontend/src/pages/quote.tsx:158,double,بريد إلكتروني,Email,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0112,frontend_public_static,frontend/src/pages/quote.tsx:159,double,اجتماع,Meeting,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0113,frontend_public_static,frontend/src/pages/quote.tsx:284 | frontend/src/components/PackageSelectionModal.tsx:112,double,فشل إرسال الطلب. يرجى المحاولة مرة أخرى.,Failed to submit the request. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0114,frontend_public_static,frontend/src/pages/quote.tsx:294 | frontend/src/pages/quote.tsx:663,double | jsx,معلوماتك,Your Information,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0115,frontend_public_static,frontend/src/pages/quote.tsx:295 | frontend/src/pages/quote.tsx:756,double | jsx,نوع المشروع,Project Type,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0116,frontend_public_static,frontend/src/pages/quote.tsx:296 | frontend/src/pages/quote.tsx:796,double | jsx,تفاصيل الفكرة,Idea Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0117,frontend_public_static,frontend/src/pages/quote.tsx:297 | frontend/src/pages/quote.tsx:894,double | jsx,الميزانية والمدة,Budget and Timeline,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0118,frontend_public_static,frontend/src/pages/quote.tsx:298 | frontend/src/pages/quote.tsx:965,double | jsx,طريقة التواصل,Contact Method,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0119,frontend_public_static,frontend/src/pages/quote.tsx:306,jsx,أسئلة خاصة بالمتجر الإلكتروني,E-Commerce Store Questions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0120,frontend_public_static,frontend/src/pages/quote.tsx:309,double,هل لديك منتجات جاهزة؟,Do you already have products ready?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0121,frontend_public_static,frontend/src/pages/quote.tsx:310,double,هل تحتاج دفع إلكتروني؟,Do you need online payments?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0122,frontend_public_static,frontend/src/pages/quote.tsx:311,double,هل تحتاج ربط توصيل؟,Do you need delivery integration?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0123,frontend_public_static,frontend/src/pages/quote.tsx:312,double,هل تحتاج لوحة تحكم؟,Do you need an admin dashboard?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0124,frontend_public_static,frontend/src/pages/quote.tsx:350,jsx,أسئلة خاصة بالتطبيق,Mobile App Questions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0125,frontend_public_static,frontend/src/pages/quote.tsx:353,jsx,هل التطبيق Android فقط أم Android و iOS؟,"Is the app Android only, or Android and iOS?",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0126,frontend_public_static,frontend/src/pages/quote.tsx:372,double,هل يحتاج لوحة تحكم؟,Does it need an admin dashboard?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0127,frontend_public_static,frontend/src/pages/quote.tsx:373,double,هل لديك تصميم جاهز؟,Do you already have a design?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
